Wall time,Step,Value
1725725784.5887775,796,0.6172401905059814
1725725992.2669299,1593,0.5544249415397644
1725726199.2887533,2390,0.5144327878952026
1725726403.996786,3187,0.4937197268009186
1725726611.7016535,3984,0.48039790987968445
1725726818.7026854,4781,0.46257591247558594
1725727023.3789546,5578,0.45190390944480896
1725727230.486381,6375,0.4522600769996643
1725727435.1268954,7172,0.44106486439704895
1725727643.2668908,7969,0.44074469804763794
1725727850.0452251,8766,0.4343549907207489
1725728057.256336,9563,0.4264390766620636
1725728262.5859437,10360,0.42215532064437866
1725728469.8284879,11157,0.4133289158344269
1725728677.1318543,11954,0.4064845144748688
1725728885.403407,12751,0.4024524390697479
1725729089.9576163,13548,0.396019846200943
1725729295.5213912,14345,0.40070047974586487
1725729502.5420914,15142,0.39889612793922424
1725729710.542869,15939,0.3912416398525238
1725729918.6227572,16736,0.3948550224304199
1725730123.5712264,17533,0.3873976469039917
1725730327.9903212,18330,0.3883110582828522
1725730531.4904716,19127,0.38016200065612793
1725730738.1439462,19924,0.38066813349723816
1725730946.9645238,20721,0.37926825881004333
1725731155.026293,21518,0.3643820583820343
1725731359.6587696,22315,0.37382200360298157
1725731565.16741,23112,0.37579381465911865
1725731770.9928484,23909,0.3702560365200043
1725731976.0293577,24706,0.3665580153465271
1725732181.4709237,25503,0.3574462831020355
1725732387.197212,26300,0.3578575849533081
1725732594.6537035,27097,0.3571151793003082
1725732802.553549,27894,0.3535350561141968
1725733007.8778925,28691,0.3489573299884796
1725733215.595866,29488,0.32228535413742065
1725733420.288198,30285,0.30597183108329773
1725733625.3430865,31082,0.3139132857322693
1725733830.2237847,31879,0.2966706454753876
1725734037.79293,32676,0.2943961024284363
1725734243.6117213,33473,0.2985902428627014
1725734451.229979,34270,0.28594157099723816
1725734659.6280384,35067,0.2928745150566101
1725734868.1217158,35864,0.29600095748901367
1725735076.1219049,36661,0.2919086515903473
1725735283.9091067,37458,0.28822702169418335
1725735489.215774,38255,0.286563515663147
1725735698.151486,39052,0.28587326407432556
1725735905.986205,39849,0.2860015332698822
1725736112.2240126,40646,0.278317928314209
1725736317.3579211,41443,0.27671438455581665
1725736522.1934202,42240,0.2817261517047882
1725736727.3859334,43037,0.27368026971817017
1725736935.4808023,43834,0.27174633741378784
1725737142.2843866,44631,0.27269721031188965
1725737347.2483456,45428,0.278531938791275
1725737552.4622223,46225,0.27863800525665283
1725737757.7588298,47022,0.27609679102897644
1725737962.2316391,47819,0.26544439792633057
1725738167.3835747,48616,0.27201488614082336
1725738372.3418458,49413,0.2750397324562073
1725738577.7792835,50210,0.2652933597564697
1725738782.7188056,51007,0.2679891884326935
1725738988.4718633,51804,0.26594075560569763
1725739196.955999,52601,0.25868460536003113
1725739402.3714752,53398,0.25584179162979126
1725739607.2260017,54195,0.26490530371665955
1725739812.3204293,54992,0.2536771893501282
1725740018.2956457,55789,0.2633971869945526
1725740223.734322,56586,0.25260868668556213
1725740432.466243,57383,0.25903332233428955
1725740637.2023149,58180,0.259303480386734
1725740842.4550586,58977,0.2581862509250641
1725741050.5004091,59774,0.2500378489494324
1725741258.4112923,60571,0.2535293996334076
1725741462.497461,61368,0.2486642599105835
1725741666.6031196,62165,0.23813310265541077
1725741872.081161,62962,0.24353115260601044
1725742077.6756365,63759,0.2341633439064026
1725742285.9705634,64556,0.22699697315692902
1725742493.739893,65353,0.2325814813375473
1725742702.0683513,66150,0.2281617969274521
1725742908.3396907,66947,0.21515022218227386
1725743116.6499515,67744,0.2143157571554184
1725743321.8651557,68541,0.22447176277637482
1725743529.5110655,69338,0.21792776882648468
1725743736.713303,70135,0.21204832196235657
1725743941.8090017,70932,0.2231326699256897
1725744150.5200615,71729,0.21986250579357147
1725744355.4016907,72526,0.2191845327615738
1725744560.8066397,73323,0.2173195630311966
1725744766.527925,74120,0.21298012137413025
1725744972.519341,74917,0.21207672357559204
1725745178.0494704,75714,0.21949952840805054
1725745384.655236,76511,0.2195824384689331
1725745593.0008152,77308,0.214445099234581
1725745801.3097796,78105,0.21099631488323212
1725746007.506049,78902,0.2193276435136795
1725746213.2519088,79699,0.22089716792106628
1725746383.8447192,79700,0.22413676977157593
